STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,AGE,EDUCATION,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Bihar,GAYA (SC),Dilip Kumar,BSP,Elephant,MALE,48,Graduate,0.764462664,1.360721096,1704596
Bihar,GAYA (SC),Rajesh Kumar Paswan,AJPR,Camera,MALE,38,10th Pass,0.684678364,1.218707383,1704596
Bihar,GAYA (SC),Prakash Chandra,PMP,Batsman,MALE,53,Graduate,0.654993911,1.165869928,1704596
Bihar,GAYA (SC),Umesh Rajak,PPID,Table,MALE,49,Graduate Professional,0.609997912,1.085778371,1704596
Bihar,GAYA (SC),Sunil Paswan,BBMP,Envelope,MALE,52,10th Pass,0.580430788,1.03314976,1704596
West Bengal,GHATAL,ADHIKARI DEEPAK (DEV),AITC,Flowers and Grass,MALE,36,Others,39.88656679,48.20658574,1800002
West Bengal,GHATAL,BHARATI GHOSH,BJP,Lotus,FEMALE,56,Post Graduate,33.88807346,40.95685466,1800002
West Bengal,GHATAL,TAPAN GANGULI,CPI(M),Ears of Corn And Sickle,MALE,63,12th Pass,5.392216231,6.516989428,1800002
West Bengal,GHATAL,KHANDAKAR MD. SAIFULLAH (SAIFUL),INC,Hand,MALE,33,Post Graduate,1.824386862,2.204939376,1800002
Uttar Pradesh,GHAZIABAD,Vijay Kumar Singh,BJP,Lotus,MALE,67,Doctorate,34.6101361,61.93068375,2728978
Uttar Pradesh,GHAZIABAD,Suresh Bansal,SP,Bicycle,MALE,76,Post Graduate,16.2332932,29.04752944,2728978
Uttar Pradesh,GHAZIABAD,Dolly Sharma,INC,Hand,FEMALE,34,Post Graduate,4.102048459,7.340123284,2728978
Uttar Pradesh,GHAZIPUR,AFZAL ANSARI,BSP,Elephant,MALE,65,Post Graduate,30.09350494,51.11363733,1881077
Uttar Pradesh,GHAZIPUR,MANOJ SINHA,BJP,Lotus,MALE,59,Graduate Professional,23.74650267,40.3332921,1881077
Uttar Pradesh,GHAZIPUR,RAMJI,SBSP,Walking Stick,MALE,59,Graduate,1.800936378,3.058879618,1881077
Uttar Pradesh,GHAZIPUR,AJIT PRATAP KUSHAWAHA,INC,Hand,MALE,46,Graduate Professional,1.054395966,1.790885212,1881077
Uttar Pradesh,GHOSI,ATUL KUMAR SINGH,BSP,Elephant,MALE,36,Graduate,28.81172454,50.27061359,1991651
Uttar Pradesh,GHOSI,HARINARAYAN,BJP,Lotus,MALE,78,Literate,22.65763429,39.53297473,1991651
Uttar Pradesh,GHOSI,MAHENDRA,SBSP,Walking Stick,MALE,53,10th Pass,2.001354655,3.491957809,1991651
Uttar Pradesh,GHOSI,BALKRISHNA,INC,Hand,MALE,70,Post Graduate,1.195590995,2.086063707,1991651
Uttar Pradesh,GHOSI,ATUL KUMAR SINGH,CPI(M),Ears of Corn And Sickle,MALE,64,Graduate Professional,0.735269382,1.28289589,1991651
Jharkhand,GIRIDIH,Chandra Prakash Choudhary,AJSUP,Banana,MALE,50,Graduate,39.30349767,58.55335653,1649413
Jharkhand,GIRIDIH,Jagarnath Mahto,JMM,Bow & Arrow,MALE,52,10th Pass,24.2468078,36.12228087,1649413
Jharkhand,GIRIDIH,NOTA,NOTA,,,,,1.194849319,1.780056288,1649413
Jharkhand,GODDA,Nishikant Dubey,BJP,Lotus,MALE,47,Doctorate,37.14018101,53.3858364,1716766
Jharkhand,GODDA,Pradeep Yadav,JVM,Comb,MALE,53,Graduate,26.40913205,37.96087054,1716766
Jharkhand,GODDA,NOTA,NOTA,,,,,1.088267126,1.564290995,1716766
Jharkhand,GODDA,Zaffar Obaid,BSP,Elephant,MALE,46,Doctorate,1.024193163,1.47219015,1716766
Jharkhand,GODDA,K. Rangaiah,IND,Hand Cart,MALE,82,Post Graduate,0.958546476,1.377828647,1716766
Jharkhand,GODDA,Birendra Kumar,IND,Auto- Rickshaw,MALE,36,Post Graduate,0.792944408,1.139789826,1716766
Uttar Pradesh,GONDA,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,Lotus,MALE,53,Post Graduate,28.70727717,54.99159744,1770248
Uttar Pradesh,GONDA,VINOD KUMAR ALIAS PANDIT SINGH,SP,Bicycle,MALE,52,12th Pass,19.30972384,36.9896648,1770248
Uttar Pradesh,GONDA,SMT KRISHNA PATEL,INC,Hand,FEMALE,62,12th Pass,1.450983139,2.779500131,1770248
Bihar,GOPALGANJ (SC),DR. ALOK KUMAR SUMAN,JD(U),Arrow,MALE,61,Post Graduate,30.88587529,55.3722214,1839514
Bihar,GOPALGANJ (SC),SURENDRA RAM,RJD,Hurricane Lamp,MALE,41,Graduate,15.31469725,27.45620122,1839514
Bihar,GOPALGANJ (SC),NOTA,NOTA,,,,,2.808350466,5.034812915,1839514
Bihar,GOPALGANJ (SC),KUNAL KISHOR VIVEK,BSP,Elephant,MALE,29,Post Graduate,1.957908448,3.510139797,1839514
Bihar,GOPALGANJ (SC),DINANATH MANJHI,IND,Cauliflower,MALE,40,Graduate,0.848050083,1.520384852,1839514
Bihar,GOPALGANJ (SC),SURENDRA RAM,IND,Air Conditioner,MALE,46,Literate,0.750578685,1.345638055,1839514
Bihar,GOPALGANJ (SC),DILIP KUMAR MANJHI,IND,Helicopter,MALE,44,Graduate,0.694368186,1.244863828,1839514
Uttar Pradesh,GORAKHPUR,Ravindra Shyamnarayan Shukla alias Ravi Kishan,BJP,Lotus,MALE,51,12th Pass,36.19640046,60.52045488,1981197
Uttar Pradesh,GORAKHPUR,Rambhual Nishad,SP,Bicycle,MALE,58,Graduate,20.97004992,35.06196595,1981197
Uttar Pradesh,GORAKHPUR,Madhusudan Tripathi,INC,Hand,MALE,64,Graduate Professional,1.159501049,1.938688103,1981197
Karnataka,GULBARGA,DR. UMESH G JADHAV,BJP,Lotus,MALE,60,Post Graduate,31.87394161,52.09635514,1945765
Karnataka,GULBARGA,MALLIKARJUN KHARGE,INC,Hand,MALE,77,Graduate Professional,26.96831323,44.07835218,1945765
Madhya Pradesh,GUNA,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",BJP,Lotus,MALE,43,Graduate Professional,36.64380292,52.09513475,1675724
Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,INC,Hand,MALE,48,Post Graduate,29.15157866,41.44371757,1675724
Madhya Pradesh,GUNA,DHAKAD LOKENDRA SINGH RAJPOOT,BSP,Elephant,MALE,41,Post Graduate,2.23962896,3.18399738,1675724
Madhya Pradesh,GUNA,NOTA,NOTA,,,,,0.740157687,1.052254716,1675724
Andhra Pradesh,GUNTUR,Jayadev Galla,TDP,Bicycle,MALE,53,Graduate,34.45937827,43.50027783,1706119
Andhra Pradesh,GUNTUR,Modugula Venugopala Reddy,YSRCP,Ceiling Fan,MALE,52,Graduate Professional,34.21291246,43.18914827,1706119
Andhra Pradesh,GUNTUR,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),JnP,Glass Tumbler,MALE,50,10th Pass,7.573035644,9.559927401,1706119
Andhra Pradesh,GUNTUR,Shaik Mastanvali,INC,Hand,MALE,53,Post Graduate,0.832591396,1.051033387,1706119
Punjab,GURDASPUR,SUNNY DEOL,BJP,Lotus,MALE,59,Others,35.02316829,50.58358819,1595284
Punjab,GURDASPUR,SUNIL JAKHAR,INC,Hand,MALE,65,Post Graduate,29.85424539,43.11816801,1595284
Punjab,GURDASPUR,PETER MASIH,AAP,Broom,MALE,37,12th Pass,1.739126074,2.511801229,1595284
Punjab,GURDASPUR,LAL CHAND KATARU CHAK,RMPOI,Pot,MALE,49,10th Pass,0.957447075,1.382830593,1595284
Haryana,GURGAON,RAO INDERJIT SINGH,BJP,Lotus,MALE,69,Graduate Professional,40.98826072,60.87600243,2150728
Haryana,GURGAON,CAPT. AJAY SINGH,INC,Hand,MALE,60,Graduate Professional,23.02894648,34.20272481,2150728
Haryana,GURGAON,CHAUDHARY RAIS AHMAD,BSP,Elephant,MALE,58,Graduate,1.244043877,1.847661178,2150728
Madhya Pradesh,GWALIOR,VIVEK NARAYAN SHEJWALKAR,BJP,Lotus,MALE,71,Graduate Professional,31.35083749,52.40674148,2000744
Madhya Pradesh,GWALIOR,ASHOK SINGH,INC,Hand,MALE,56,Graduate,24.01146773,40.13809145,2000744
Madhya Pradesh,GWALIOR,MAMTA BALVEER SINGH KUSHWAH,BSP,Elephant,FEMALE,50,10th Pass,2.233019317,3.732763634,2000744
Bihar,HAJIPUR (SC),PASHU PATI KUMAR PARAS,LJP,Bungalow,MALE,66,Graduate Professional,29.68255117,53.71844236,1823664
Bihar,HAJIPUR (SC),SHIV CHANDRA RAM,RJD,Hurricane Lamp,MALE,49,Graduate,18.41682459,33.33012464,1823664
Bihar,HAJIPUR (SC),RAJ KR. PASWAN,IND,Telephone,MALE,32,12th Pass,1.688743102,3.056228168,1823664
Bihar,HAJIPUR (SC),NOTA,NOTA,,,,,1.384904237,2.506351223,1823664
Bihar,HAJIPUR (SC),ARVIND PASWAN,IND,Air Conditioner,MALE,33,12th Pass,1.005996719,1.820617656,1823664
Bihar,HAJIPUR (SC),UMESH DAS,BSP,Elephant,MALE,47,10th Pass,0.799434545,1.446788663,1823664
Bihar,HAJIPUR (SC),RAJGIR PASWAN,BJKVP,Grapes,MALE,41,Literate,0.614093386,1.111364719,1823664
Himachal Pradesh,HAMIRPUR,ANURAG SINGH THAKUR,BJP,Lotus,MALE,44,Graduate,50.11433131,68.81372299,1362269
Uttar Pradesh,HAMIRPUR,KUNWAR PUSHPENDRA SINGH CHANDEL,BJP,Lotus,MALE,45,Post Graduate,32.88102453,52.76208248,1749100
Uttar Pradesh,HAMIRPUR,DILIP KUMAR SINGH,BSP,Elephant,MALE,42,Graduate,18.66502773,29.9505793,1749100
Himachal Pradesh,HAMIRPUR,RAM LAL THAKUR,INC,Hand,MALE,68,Graduate Professional,20.78297311,28.53781977,1362269
Uttar Pradesh,HAMIRPUR,PRITAM SINGH LODHI KISAAN,INC,Hand,MALE,64,Post Graduate,6.548167629,10.50742687,1749100
Uttar Pradesh,HAMIRPUR,SANJAY KUMAR SAHU,IND,Saw,MALE,43,Graduate,1.417929221,2.275260566,1749100
Uttar Pradesh,HAMIRPUR,NOTA,NOTA,,,,,0.866445601,1.390329982,1749100
Uttar Pradesh,HARDOI,Jai Prakash,BJP,Lotus,MALE,61,Graduate,31.43915813,53.70748322,1807119
Uttar Pradesh,HARDOI,Usha Verma,SP,Bicycle,FEMALE,55,Post Graduate,24.10848428,41.18450022,1807119
Uttar Pradesh,HARDOI,Virendra Kumar,INC,Hand,MALE,46,Graduate,1.105184551,1.887985692,1807119
Uttar Pradesh,HARDOI,NOTA,NOTA,,,,,0.610031769,1.042116677,1807119
Uttarakhand,HARDWAR,Ramesh Pokhriyal 'Nishank',BJP,Lotus,MALE,59,Doctorate,36.1634301,52.27561326,1840738
Uttarakhand,HARDWAR,Ambrish Kumar,INC,Hand,MALE,70,Post Graduate,22.10770897,31.95753393,1840738
Uttarakhand,HARDWAR,Dr. Antriksh Saini,BSP,Elephant,MALE,60,Graduate Professional,9.427088483,13.62721485,1840738
Karnataka,HASSAN,PRAJWAL REVANNA,JD(S),A lady farmer carrying paddy on her head,MALE,28,Graduate Professional,40.93202718,52.91552908,1652999
Karnataka,HASSAN,MANJU A,BJP,Lotus,MALE,60,Graduate Professional,32.38247573,41.86296047,1652999
Karnataka,HASSAN,VINODRAJ K H,BSP,Elephant,MALE,29,12th Pass,2.344889501,3.031393193,1652999
Uttar Pradesh,HATHRAS,RAJVIR DILER,BJP,Lotus,MALE,61,12th Pass,36.70501845,59.42876051,1864320
Uttar Pradesh,HATHRAS,RAMJI LAL SUMAN,SP,Bicycle,MALE,68,Graduate Professional,22.7477579,36.83068727,1864320
Uttar Pradesh,HATHRAS,TRILOKI RAM,INC,Hand,MALE,71,Graduate,1.283363371,2.077881926,1864320
Maharashtra,HATKANANGLE,Dhairyasheel Sambhajirao Mane,SHS,Bow and Arrow,MALE,38,Graduate,32.97257895,46.70094307,1776555
Maharashtra,HATKANANGLE,Raju Anna Shetti,SWP,Bat,MALE,51,10th Pass,27.56666695,39.04424175,1776555
Maharashtra,HATKANANGLE,Aslam Badshahaji Sayyad,VBA,Cup & Saucer,MALE,56,5th Pass,6.94709705,9.839569549,1776555
Karnataka,HAVERI,UDASI. S.C.,BJP,Lotus,MALE,52,12th Pass,40.01498382,53.92116654,1708510
Karnataka,HAVERI,D.R. PATIL,INC,Hand,MALE,72,Graduate Professional,31.76908534,42.80961725,1708510
Jharkhand,HAZARIBAGH,JAYANT SINHA,BJP,Lotus,MALE,55,Post Graduate,43.70694437,67.39505559,1667465
Jharkhand,HAZARIBAGH,GOPAL PRASAD SAHU,INC,Hand,MALE,74,Graduate,14.94783998,23.04920925,1667465
Jharkhand,HAZARIBAGH,BHUBNESHWAR PRASAD MEHTA,CPI(M),Ears of Corn And Sickle,MALE,73,12th Pass,1.925617629,2.969256008,1667465
Jharkhand,HAZARIBAGH,MD. MOIN UDDIN AHMAD,IND,Tractor Chalata Kisan,MALE,42,Graduate,0.939150147,1.448146908,1667465
Jharkhand,HAZARIBAGH,RAMAVTAR MAHTO,IND,Batsman,MALE,34,12th Pass,0.889314019,1.371300798,1667465
Andhra Pradesh,HINDUPUR,KURUVA GORANTLA MADHAV,YSRCP,Ceiling Fan,MALE,50,Graduate,44.77214174,52.73043006,1578218
Andhra Pradesh,HINDUPUR,KRISTAPPA . NIMMALA,TDP,Bicycle,MALE,63,Graduate,35.85398215,42.2270596,1578218
Andhra Pradesh,HINDUPUR,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),INC,Hand,MALE,41,Post Graduate,1.720674837,2.026526331,1578218
Andhra Pradesh,HINDUPUR,NOTA,NOTA,,,,,1.104283439,1.300570809,1578218
Andhra Pradesh,HINDUPUR,MITTA PARTHASARATHI,BJP,Lotus,MALE,60,Graduate,0.874720729,1.030203123,1578218
Maharashtra,HINGOLI,Hemant Patil,SHS,Bow and Arrow,MALE,48,Graduate,33.81797271,50.59792003,1733729
Maharashtra,HINGOLI,Wankhede Subhashrao Bapurao,INC,Hand,MALE,56,10th Pass,17.79147721,26.61932899,1733729
Maharashtra,HINGOLI,Mohan Fattusing Rathod,VBA,Key,MALE,60,Post Graduate,10.03911223,15.02036216,1733729
Maharashtra,HINGOLI,Sandesh Ramchandra Chavan,IND,SHIP,MALE,44,Post Graduate,1.366418858,2.044414451,1733729
Haryana,HISAR,BRIJENDRA SINGH,BJP,Lotus,MALE,46,Post Graduate,36.97038332,51.04494711,1631817
Haryana,HISAR,DUSHYANT CHAUTALA,JNJP,Chappals,MALE,31,Post Graduate,17.72386242,24.47130753,1631817
Haryana,HISAR,BHAVYA BISHNOI,INC,Hand,MALE,26,Post Graduate,11.29838701,15.59966426,1631817
Haryana,HISAR,SURINDER SHARMA,BSP,Elephant,MALE,58,10th Pass,2.769305627,3.823575699,1631817
West Bengal,HOOGHLY,LOCKET CHATTERJEE,BJP,Lotus,FEMALE,45,Graduate,38.00790331,46.03265795,1766601
West Bengal,HOOGHLY,DR. RATNA DE (NAG),AITC,Flowers and Grass,FEMALE,70,Graduate Professional,33.85518292,41.00315775,1766601
West Bengal,HOOGHLY,PRADIP SAHA,CPI(M),"Hammer, Sickle and Star",MALE,54,12th Pass,6.882595447,8.335744265,1766601
West Bengal,HOOGHLY,PRATUL CHANDRA SAHA,INC,Hand,MALE,57,12th Pass,1.436317539,1.739572778,1766601
Madhya Pradesh,HOSHANGABAD,UDAY PRATAP SINGH,BJP,Lotus,MALE,54,Graduate,51.45688428,69.32987655,1706141
Madhya Pradesh,HOSHANGABAD,SHAILENDRA DIWAN CHANDARBHAN SINGH,INC,Hand,MALE,39,Graduate,19.00458403,25.60562077,1706141
Madhya Pradesh,HOSHANGABAD,NOTA,NOTA,,,,,1.079219127,1.454074219,1706141
Madhya Pradesh,HOSHANGABAD,M.P. CHOUDHARY,BSP,Elephant,MALE,68,Post Graduate,0.90051174,1.213294754,1706141
Punjab,HOSHIARPUR,SOM PARKASH,BJP,Lotus,MALE,70,Post Graduate,26.37370892,42.48612183,1597500
Punjab,HOSHIARPUR,Dr. RAJ KUMAR CHABBEWAL,INC,Hand,MALE,49,Post Graduate,23.33583725,37.59233209,1597500
Punjab,HOSHIARPUR,KHUSHI RAM,BSP,Elephant,MALE,68,Graduate Professional,8.047824726,12.96445876,1597500
Punjab,HOSHIARPUR,Dr. RAVJOT SINGH,AAP,Broom,MALE,42,Graduate Professional,2.811517997,4.529150469,1597500
Punjab,HOSHIARPUR,NOTA,NOTA,,,,,0.805508607,1.297615626,1597500
West Bengal,HOWRAH,Prasun Banerjee,AITC,Flowers and Grass,MALE,64,Graduate,35.29605092,47.16669884,1633925
West Bengal,HOWRAH,Rantidev Sengupta,BJP,Lotus,MALE,60,Post Graduate,28.94967639,38.68593319,1633925
West Bengal,HOWRAH,Sumitro Adhikary,CPI(M),"Hammer, Sickle and Star",MALE,44,Graduate Professional,6.459721223,8.632232716,1633925
West Bengal,HOWRAH,SUVRA GHOSH,INC,Hand,FEMALE,61,Graduate,1.965022874,2.625892691,1633925
Telangana,HYDERABAD,ASADUDDIN OWAISI,AIMIM,Kite,MALE,49,Graduate Professional,26.42948092,58.94143228,1957931
Telangana,HYDERABAD,Dr. BHAGAVANTH RAO,BJP,Lotus,MALE,67,Graduate Professional,12.01702205,26.79963688,1957931
Telangana,HYDERABAD,PUSTHE SRIKANTH,TRS,Car,MALE,46,Graduate Professional,3.229889102,7.203103625,1957931
Telangana,HYDERABAD,MOHAMMED FEROZ KHAN,INC,Hand,MALE,46,12th Pass,2.55085598,5.688764963,1957931
Kerala,IDUKKI,Adv. DEAN KURIAKOSE,INC,Hand,MALE,37,Post Graduate,41.39650604,54.21000719,1204191
Kerala,IDUKKI,"Adv, JOICE GEORGE",IND,Battery Torch,MALE,49,Post Graduate,27.19169966,35.60837314,1204191
Kerala,IDUKKI,BIJU KRISHNAN,BDJS,Pot,MALE,49,Graduate,6.53118982,8.552795416,1204191
Madhya Pradesh,INDORE,SHANKAR LALWANI,BJP,Lotus,MALE,57,Graduate Professional,45.45980141,65.57267296,2350580
Madhya Pradesh,INDORE,PANKAJ SANGHVI,INC,Hand,MALE,58,Graduate,22.15687192,31.95978142,2350580
Manipur,INNER MANIPUR,DR RAJKUMAR RANJAN SINGH,BJP,Lotus,MALE,67,Doctorate,28.12182654,34.66762048,937464
Manipur,INNER MANIPUR,OINAM NABAKISHORE SINGH,INC,Hand,MALE,59,Post Graduate,26.22788715,32.33283714,937464
Manipur,INNER MANIPUR,MOIRANGTHEM NARA SINGH,CPI(M),Ears of Corn And Sickle,MALE,69,Graduate Professional,14.27393479,17.59641583,937464
Manipur,INNER MANIPUR,RAJKUMAR SOMENDRO SINGH (KAIKU),IND,SHIP,MALE,40,10th Pass,8.707961052,10.73487486,937464
Manipur,INNER MANIPUR,R.K. ANAND,NEINDP,Walking Stick,MALE,59,Graduate Professional,2.667835778,3.288816184,937464
Madhya Pradesh,JABALPUR,RAKESH SINGH,BJP,Lotus,MALE,56,Graduate,45.41223028,65.38091546,1819893
Madhya Pradesh,JABALPUR,Pt. VIVEK KRISHNA TANKHA,INC,Hand,MALE,63,Graduate Professional,20.42482717,29.40604085,1819893
Madhya Pradesh,JABALPUR,AD. RAMRAJ RAM,BSP,Elephant,MALE,78,Post Graduate,0.707349278,1.018385203,1819893
West Bengal,JADAVPUR,MIMI CHAKRABORTY,AITC,Flowers and Grass,FEMALE,30,Graduate,37.89357115,47.90093531,1816857
West Bengal,JADAVPUR,ANUPAM HAZRA,BJP,Lotus,MALE,37,Doctorate,21.6435856,27.35946922,1816857
West Bengal,JADAVPUR,BIKASH RANJAN BHATTACHARYYA,CPI(M),"Hammer, Sickle and Star",MALE,68,Graduate Professional,16.63664229,21.03023552,1816857
West Bengal,JADAVPUR,NOTA,NOTA,,,,,0.855378271,1.081276269,1816857
Odisha,JAGATSINGHPUR,RAJASHREE MALLICK,BJD,Conch,FEMALE,54,Graduate Professional,37.72127562,50.41237507,1643595
Odisha,JAGATSINGHPUR,BIBHU PRASAD TARAI,BJP,Lotus,MALE,55,Post Graduate,21.19317715,28.32349591,1643595
Odisha,JAGATSINGHPUR,PRATIMA MALLICK,INC,Hand,FEMALE,56,Post Graduate,14.58291124,19.48924524,1643595
Bihar,JAHANABAD,CHANDESHWAR PRASAD,JD(U),Arrow,MALE,68,10th Pass,21.12645377,40.81373528,1588454
Bihar,JAHANABAD,SURENDRA PRASAD YADAV,RJD,Hurricane Lamp,MALE,60,Post Graduate,21.0162208,40.60077861,1588454
Bihar,JAHANABAD,ARUN KUMAR,RSPSR,Truck,MALE,60,Doctorate,2.175574489,4.202944907,1588454
Bihar,JAHANABAD,NOTA,NOTA,,,,,1.742763719,3.366807219,1588454
Bihar,JAHANABAD,KUNTI DEVI,CPI(ML)(L),Flag with Three Stars,FEMALE,54,Literate,1.657271788,3.201647222,1588454
Bihar,JAHANABAD,NITYA NAND SINGH,BSP,Elephant,MALE,38,12th Pass,1.209414941,2.336442347,1588454
Bihar,JAHANABAD,SUNIL KUMAR,PPID,Table,MALE,38,Graduate,0.594540352,1.148579539,1588454
Bihar,JAHANABAD,ARBIND KUMAR,ravp,Scissors,MALE,68,Doctorate,0.573450663,1.10783683,1588454
Rajasthan,JAIPUR,Ramcharan Bohra,BJP,Lotus,MALE,61,12th Pass,43.44409388,63.44395423,2127021
Rajasthan,JAIPUR,Jyoti Khandelwal,INC,Hand,FEMALE,44,Doctorate,23.19859559,33.87826758,2127021
Rajasthan,JAIPUR RURAL,COL. RAJYAVARDHAN RATHORE,BJP,Lotus,MALE,49,Graduate,42.00329622,64.08948578,1952542
Rajasthan,JAIPUR RURAL,KRISHNA POONIA,INC,Hand,FEMALE,41,Graduate,21.86693039,33.36500824,1952542
Odisha,JAJPUR,SARMISTHA SETHI,BJD,Conch,FEMALE,45,Post Graduate,36.88253683,49.77469544,1475007
Odisha,JAJPUR,AMIYA KANTA MALLICK,BJP,Lotus,MALE,61,10th Pass,29.98812887,40.47037188,1475007
Odisha,JAJPUR,MANAS JENA,INC,Hand,MALE,50,Post Graduate,5.648854548,7.623391417,1475007
Punjab,JALANDHAR,Santokh Singh Chaudhary,INC,Hand,MALE,72,Graduate Professional,23.85329044,37.83704776,1617018
Punjab,JALANDHAR,Charanjit Singh Atwal,SAD,Scales,MALE,82,Graduate Professional,22.64792352,35.92504633,1617018
Punjab,JALANDHAR,Balwinder Kumar,BSP,Elephant,MALE,40,Post Graduate,12.6642375,20.0885224,1617018
Punjab,JALANDHAR,Justice (Retd.) Jora Singh,AAP,Broom,MALE,69,Graduate Professional,1.574936086,2.498226903,1617018
Punjab,JALANDHAR,NOTA,NOTA,,,,,0.76214365,1.208942881,1617018
Uttar Pradesh,JALAUN,BHANU PRATAP SINGH VERMA,BJP,Lotus,MALE,60,Post Graduate,30.09080574,51.44948556,1933358
Uttar Pradesh,JALAUN,AJAY SINGH (PANKAJ),BSP,Elephant,MALE,46,12th Pass,21.89899646,37.44306856,1933358
Uttar Pradesh,JALAUN,BRIJLAL KHABRI,INC,Hand,MALE,56,Post Graduate,4.634733971,7.924502939,1933358
Uttar Pradesh,JALAUN,SHRAVAN KUMAR PAL,RSOSP,Glass Tumbler,MALE,55,12th Pass,0.718646003,1.228746332,1933358
Uttar Pradesh,JALAUN,NOTA,NOTA,,,,,0.647267604,1.106703008,1933358
Maharashtra,JALGAON,Unmesh Bhaiyyasaheb Patil,BJP,Lotus,MALE,40,Graduate Professional,36.96147872,65.35590005,1931400
Maharashtra,JALGAON,Gulabrao Baburao Deokar,NCP,Clock,MALE,63,10th Pass,15.64963239,27.6719397,1931400
Maharashtra,JALGAON,Anjali Ratnakar Baviskar,VBA,Cup & Saucer,FEMALE,50,Graduate,1.934658797,3.42089579,1931400
Maharashtra,JALNA,Danve Raosaheb Dadarao,BJP,Lotus,MALE,65,Graduate,37.38279367,57.73065166,1867220
Maharashtra,JALNA,Autade Vilas Keshavrao,INC,Hand,MALE,50,12th Pass,19.55870224,30.20471493,1867220
Maharashtra,JALNA,Dr. Sharadchandra Wankhede,VBA,Whistle,MALE,65,Post Graduate,4.132239372,6.381461852,1867220
Maharashtra,JALNA,NOTA,NOTA,,,,,0.837448185,1.293280269,1867220
Rajasthan,JALORE,Devaji Patel,BJP,Lotus,MALE,42,10th Pass,37.31250398,56.75805489,2071244
Rajasthan,JALORE,Ratan Devasi,INC,Hand,MALE,44,12th Pass,24.70607036,37.58173127,2071244
Rajasthan,JALORE,NOTA,NOTA,,,,,0.855234825,1.300943651,2071244
West Bengal,JALPAIGURI,Dr. JAYANTA KUMAR ROY,BJP,Lotus,MALE,51,Graduate Professional,43.80067809,50.62978768,1735464
West Bengal,JALPAIGURI,BIJOY CHANDRA BARMAN,AITC,Flowers and Grass,MALE,62,Post Graduate,33.19809573,38.37412139,1735464
West Bengal,JALPAIGURI,BHAGIRATH CHANDRA ROY,CPI(M),"Hammer, Sickle and Star",MALE,62,Post Graduate,4.388797463,5.073069491,1735464
West Bengal,JALPAIGURI,MANI KUMAR DARNAL,INC,Hand,MALE,61,12th Pass,1.645784643,1.902384408,1735464
West Bengal,JALPAIGURI,NOTA,NOTA,,,,,1.148280806,1.32731309,1735464
Jammu & Kashmir,JAMMU,Jugal Kishore,BJP,Lotus,MALE,56,10th Pass,41.91203838,57.80608426,2047302
Jammu & Kashmir,JAMMU,Raman Bhalla,INC,Hand,MALE,56,Graduate Professional,27.11817797,37.40203869,2047302
Gujarat,JAMNAGAR,POONAMBEN HEMATBHAI MAADAM,BJP,Lotus,FEMALE,44,Graduate,35.69877731,58.48915763,1657166
Gujarat,JAMNAGAR,KANDORIYA MULUBHAI RANMALBHAI,INC,Hand,MALE,60,Graduate,21.40908032,35.07680565,1657166
Jharkhand,JAMSHEDPUR,Bidyut Baran Mahato,BJP,Lotus,MALE,56,12th Pass,39.9013902,59.3862256,1703279
Jharkhand,JAMSHEDPUR,Champai Soren,JMM,Bow & Arrow,MALE,62,10th Pass,22.16559941,32.98960965,1703279
Bihar,JAMUI (SC),CHIRAG KUMAR PASWAN,LJP,Bungalow,MALE,37,Graduate Professional,30.78483187,55.72406617,1718814
Bihar,JAMUI (SC),BHUDEO CHOUDHARY,BLSP,Ceiling Fan,MALE,56,Graduate,16.76068498,30.33875654,1718814
Bihar,JAMUI (SC),NOTA,NOTA,,,,,2.297863527,4.159395763,1718814
Bihar,JAMUI (SC),UPENDRA RAVIDAS,BSP,Elephant,MALE,40,Not Available,1.839116973,3.329012038,1718814
Bihar,JAMUI (SC),SUBHASH PASWAN,IND,Bat,MALE,51,Graduate,0.972705598,1.760708369,1718814
Bihar,JAMUI (SC),VIRENDRA KUMAR,IND,Cup & Saucer,MALE,60,Graduate,0.851051946,1.540501347,1718814
Bihar,JAMUI (SC),VISHNU PRIYA,BMUP,Cot,FEMALE,32,Graduate,0.6181588,1.11893812,1718814
West Bengal,JANGIPUR,KHALILUR RAHAMAN,AITC,Flowers and Grass,MALE,58,Graduate,34.82449405,43.14161344,1616213
West Bengal,JANGIPUR,MAFUJA KHATUN,BJP,Lotus,FEMALE,48,Graduate,19.6172163,24.30238788,1616213
West Bengal,JANGIPUR,ABHIJIT MUKHERJEE,INC,Hand,MALE,59,Graduate Professional,15.82934923,19.6098661,1616213
West Bengal,JANGIPUR,MD. ZULFIKAR ALI,CPI(M),"Hammer, Sickle and Star",MALE,53,Post Graduate,5.908936508,7.32016535,1616213
West Bengal,JANGIPUR,DR. S.Q.R. ILYAS,WPOI,Battery Torch,MALE,65,Doctorate,1.318019345,1.632801356,1616213
